14155	7	15619	16	0
14155	0	15619	16	0
14155	5	15619	16	0
18880	18	13767	16	0
17867	18	13767	16	0
13767	1	18880	16	0
8554	22	3697	16	0
4831	22	3697	16	0
12749	7	992	16	0
12141	7	12749	16	0
3334	22	18880	16	0
3334	1	3144	16	0
3144	15	12749	16	0
3144	7	316	16	0
3334	22	3144	16	0
3144	15	12749	16	0
2932	9	8121	17	0
2932	23	2464	17	0
3120	9	3120	17	0
3120	9	3120	17	0
6736	13	10062	17	0
6736	13	10062	17	0
5387	13	10062	17	0
5387	13	12511	17	0
7123	18	7641	17	0
7123	21	1137	17	0
7123	18	7641	17	0
7123	17	13133	17	0
7123	21	1137	17	0
7641	23	7123	17	0
7123	21	1137	17	0
11019	18	11019	17	0
10900	5	10900	17	0
10900	5	14471	17	0
10900	18	14471	17	0
9123	1	2363	17	0
6736	1	2363	17	0
6736	13	10062	17	0
5387	13	12511	17	0
6736	13	10062	17	0
5387	13	12511	17	0
2464	18	9084	18	0
2932	23	9084	18	0
2464	19	9084	18	0
3120	9	2703	18	0
3120	9	16881	18	0
3120	9	16881	18	0
3120	2	17686	18	0
3120	2	3870	18	0
17686	21	17686	18	0
7448	5	29	19	0
3185	23	7448	19	0
7448	5	1455	19	0
7448	23	15002	19	0
5485	18	15002	19	0
3185	7	7448	19	0
7448	9	15002	19	0
15002	17	3185	19	0
7448	23	15002	19	0
5485	22	15002	19	0
7448	22	15002	19	0
15002	7	7448	19	0
5485	18	15002	19	0
9361	23	7448	19	0
7448	2	15002	19	0
15002	18	7448	19	0
1455	23	7448	19	0
12379	23	12379	19	0
12379	23	12379	19	0
1455	23	12379	19	0
1455	9	12379	19	0
9361	9	7448	19	0
1455	23	12379	19	0
1455	23	9361	19	0
5485	18	15002	19	0
6086	19	1954	19	0
6086	19	1954	19	0
12424	21	12424	19	0
14816	18	19150	19	0
14763	2	19150	19	0
14816	19	12456	19	0
5013	18	14816	19	0
14816	18	5013	19	0
14816	17	19150	19	0
2763	22	14816	19	0
5772	22	14816	19	0
11226	18	14763	19	0
11226	18	14816	19	0
14763	2	12424	19	0
5013	2	12424	19	0
14816	17	12424	19	0
16369	22	16369	19	0
16369	17	9570	19	0
19723	22	15565	19	0
19723	17	3870	19	0
19723	15	19723	19	0
16369	2	11978	19	0
11978	7	14008	19	0
11978	7	4466	19	0
11978	7	4466	19	0
14610	18	4781	20	0
14610	17	12143	20	0
